,Status,Progress,Duration (in seconds),Gender,Q20_Page Submit,Q1_1,Q2_1,Q3_1,Q4_1,Q5_1,Q6_1,Q7_1,Q8_1,Q9_1,Q10_1,Q11_1,Belief questions_1,Belief questions_2,Belief questions_3,Belief questions_4,Belief questions_5,Belief questions_6,Belief questions_7,Belief questions_8,past_life_experience,out_of_body_experience,spirit_world_experience,past_life_belief,out_of_body_belief,spirit_world_belief,comb exp,CODE,age,gender,PCSscore,1handlowersubj,2handtogethersubj,3mosquitosubj,4TasteAverage,5rigidsubj,6immobilizationsubj,7musicsubj,8ballssubj,9amnesiasubj,10spaceGeoMean,10spacebarsubj1,10spacebarsubj2,4Tastesweetsubj,4Tastesoursubj
236,0,100,582,Woman,117.95,0,0,0,2,1,0,4,2,0,0,3,1,0,1,0,2,1,2,2,0,1,1.8,0.5,0.5,1.75,0.933333333,108,20,Woman,1.1,3,4,0,0,3,1,0,0,0,0,0,0,0,0
363,0,100,127,Woman,46.942,0,0,0,0,0,0,4,0,3,0,1,-1,-2,-1,-1,1,1,0,-2,0,0,1.6,-1.5,-1,0,0.533333333,665,19,Woman,1.1,2,1,0,2,3,3,0,0,0,0,3,0,2,2
416,0,100,95,Woman,33.7,1,2,0,1,0,0,0,0,0,0,0,-2,1,-1,-2,-1,-1,-2,-2,1,0.333333333,0,-0.5,-1.5,-1.5,0.444444444,479,18,Woman,1.05,4,1,0,1.5,2,2,0,0,0,0,4,0,3,0
442,0,100,83439,Woman,100.041,0,1,1,3,1,1,5,3,2,0,2,-1,1,2,-2,0,1,2,2,0.666666667,1.666666667,2.4,0,0,1.25,1.577777778,846,18,Woman,1.1,3,3,0,1,2,2,0,0,0,0,4,0,1,1
444,0,100,143,Another,60.757,0,0,0,1,0,1,0,0,0,0,0,-2,-1,-1,-1,-2,-2,-2,-1,0,0.666666667,0,-1.5,-1,-1.75,0.222222222,359,18,Other/prefer not to say,1.1,4,4,0,0,1,1,0,0,1,0,5,0,0,0
499,0,100,1608,Woman,808.413,3,1,1,3,0,1,0,0,0,0,0,1,2,-2,-2,-2,-1,1,1,1.666666667,1.333333333,0,1.5,-2,-0.25,1,68,19,Woman,1.05,4,1,1,1.5,1,1,0,0,1,0,0,5,1,2
509,0,100,218,Man,122.04,0,0,0,3,2,4,0,1,0,0,0,1,0,-2,-1,0,-2,-2,-2,0,3,0.2,0.5,-1.5,-1.5,1.066666667,298,19,Man,1.05,3,1,0,1.5,1,3,1,0,0,0,0,5,2,1
522,0,100,181,Man,94.209,1,1,3,4,0,4,0,0,0,0,3,0,-1,-2,-2,0,0,-1,0,1.666666667,2.666666667,0.6,-0.5,-2,-0.25,1.644444445,367,20,Man,1.1,3,2,0,2,1,2,0,0,0,1,1,1,3,1
554,0,100,200,Woman,91.224,0,0,0,0,0,0,0,0,0,2,0,-1,-2,-1,-2,0,-2,1,2,0,0,0.4,-1.5,-1.5,0.25,0.133333333,200,18,Woman,1.05,3,4,0,0.5,1,1,0,0,1,0,5,0,1,0
598,0,100,271,Man,161.087,1,2,1,3,2,3,1,0,0,3,3,-1,-2,0,0,-1,-2,-2,0,1.333333333,2.666666667,1.4,-1.5,0,-1.25,1.8,132,19,Man,1.1,4,4,0,0,2,1,0,0,0,0,0,2,0,0
152,0,100,144,Woman,57.548,0,0,0,1,0,0,0,0,0,0,0,-1,0,1,-1,1,-1,1,1,0,0.333333333,0,-0.5,0,0.5,0.111111111,883,20,Woman,1,3,5,1,0,0,1,0,0,0,0,4,0,0,0
180,0,100,203,Woman,120.894,3,0,4,0,0,0,1,0,0,0,0,1,2,-1,1,0,-1,1,1,2.333333333,0,0.2,1.5,0,0.25,0.844444444,232,18,Woman,1,1,2,4,0,1,2,0,0,0,0,5,0,0,0
228,0,100,149,Woman,91.659,0,0,0,2,1,0,2,0,0,3,3,1,1,1,2,1,0,2,1,0,1,1.6,1,1.5,1,0.866666667,5,19,Woman,1,2,3,0,0,3,2,0,0,0,0,0,5,0,0
230,0,100,210,Man,91.949,4,3,0,3,1,5,0,0,0,0,1,1,1,0,-1,-2,-1,-2,-2,2.333333333,3,0.2,1,-0.5,-1.75,1.844444444,117,18,Man,1,2,0,0,3,3,2,0,0,0,0,1,0,4,2
348,0,100,246,Woman,141.232,3,2,1,2,0,0,1,0,0,0,0,0,0,-1,-2,0,0,0,0,2,0.666666667,0.2,0,-1.5,0,0.955555556,879,19,Woman,1,2,2,1,1,2,1,0,0,1,0,2,0,1,1
350,0,100,127,Woman,63.937,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,-2,-2,-2,-2,-2,0,0,0,-2,-2,-2,0,210,20,Woman,0.95,2,2,0,2.5,2,1,0,0,0,0,5,0,1,4
360,0,100,134,Woman,72.418,0,0,0,2,3,2,3,2,1,0,0,1,1,1,1,2,2,1,1,0,2.333333333,1.2,1,1,1.5,1.177777778,220,18,Woman,1,1,3,0,1,4,1,0,0,0,0,5,0,2,0
364,0,100,512,Woman,186.65,0,0,0,3,2,0,3,0,0,0,0,0,1,0,-2,0,1,2,0,0,1.666666667,0.6,0.5,-1,0.75,0.755555556,343,18,Woman,0.95,3,2,0,0.5,1,3,0,0,0,0,0,5,1,0
375,0,100,184,Woman,84.301,0,0,0,0,0,0,1,1,3,0,2,1,1,2,1,0,1,1,0,0,0,1.4,1,1.5,0.5,0.466666667,389,20,Woman,0.982842713,2,0,0,0,2,0,0,0,3,2.828427125,4,2,0,0
393,0,100,317,Woman,76.763,0,0,0,1,1,0,0,0,0,0,0,-1,-1,-1,-2,-2,0,-1,-2,0,0.666666667,0,-1,-1.5,-1.25,0.222222222,53,18,Woman,1,4,2,0,0,1,1,0,0,2,0,3,0,0,0
401,0,100,191,Woman,100.37,0,0,0,1,0,0,0,0,0,0,0,-2,-2,-2,-2,-2,-2,-2,-2,0,0.333333333,0,-2,-2,-2,0.111111111,135,20,Woman,0.95,2,2,0,0.5,1,1,0,0,1,2,1,4,0,1
436,0,100,252,Woman,115.219,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,-2,0,-1,-1,-1,0,0,0,-0.5,-1.5,-0.75,0,92,18,Woman,1,3,1,4,0,1,1,0,0,0,0,2,0,0,0
468,0,100,570,Woman,160.467,0,0,0,2,1,0,3,1,1,0,0,1,2,1,0,2,2,2,2,0,1,1,1.5,0.5,2,0.666666667,66,18,Woman,1,4,3,0,0,1,1,0,0,1,0,2,0,0,0
511,0,100,318,Woman,179.811,0,1,2,1,1,0,0,0,0,0,0,-1,0,0,-2,-1,0,-1,-1,1,0.666666667,0,-0.5,-1,-0.75,0.555555556,72,18,Woman,0.95,3,2,0,0.5,2,0,0,0,2,0,5,0,0,1
92,0,100,144,Woman,79.011,1,2,2,2,2,1,2,1,2,1,2,1,1,1,1,1,0,1,1,1.666666667,1.666666667,1.6,1,1,0.75,1.644444445,513,19,Woman,0.9,2,1,0,2,2,1,1,0,0,0,1,0,2,2
237,0,100,190,Man,72.301,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,-2,-2,-2,-2,-2,0,0,0,-2,-2,-2,0,758,18,Man,0.9,3,4,0,0,1,0,0,0,1,0,0,1,0,0
339,0,100,339,Woman,152.404,0,0,0,1,0,0,0,0,0,1,1,-2,-2,-2,-2,-2,-2,-2,-2,0,0.333333333,0.4,-2,-2,-2,0.244444444,415,19,Woman,0.882842713,2,0,0,0,2,0,1,0,1,2.828427125,2,4,0,0
347,0,100,126,Another,69.682,0,0,1,1,1,1,2,1,1,1,2,0,0,1,2,2,1,2,2,0.333333333,1,1.4,0,1.5,1.75,0.911111111,250,19,Non-binary,0.9,5,1,0,0,0,0,0,0,3,0,5,0,0,0
485,0,100,169,Woman,59.601,2,2,3,5,3,5,4,2,1,1,3,0,0,0,0,0,1,1,1,2.333333333,4.333333333,2.2,0,0,0.75,2.955555555,173,18,Woman,0.9,3,2,0,0,3,1,0,0,0,0,0,2,0,0
520,0,100,219,Woman,123.667,0,3,2,0,4,1,5,0,0,0,1,1,-2,-1,-2,2,1,2,1,1.666666667,1.666666667,1.2,-0.5,-1.5,1.5,1.511111111,322,38,Woman,0.9,2,0,0,5,1,0,0,0,1,0,0,3,5,5
549,0,100,111,Woman,51.144,0,0,1,3,0,0,0,0,0,0,0,0,-2,-1,-1,-1,0,1,0,0.333333333,1,0,-1,-1,0,0.444444444,209,19,Woman,0.9,2,4,0,1,2,0,0,0,0,0,5,0,1,1
607,0,100,168,Man,67.043,0,0,1,0,0,0,1,0,0,0,1,-1,-1,0,-2,-1,-1,-1,-1,0.333333333,0,0.4,-1,-1,-1,0.244444444,624,18,Man,0.895,2,3,0,0.5,1,0,0,0,0,2.45,2,3,1,0
38,0,100,184,Woman,128.348,0,0,1,2,1,0,1,0,0,0,3,1,1,1,1,1,1,1,1,0.333333333,1,0.8,1,1,1,0.711111111,861,19,Woman,0.8,3,0,0,1,2,1,0,0,1,0,2,0,2,0
71,0,100,324,Man,135.228,0,0,0,0,0,0,0,0,0,0,3,0,-2,-1,-2,2,-2,1,0,0,0,0.6,-1,-1.5,0.25,0.2,498,18,Man,0.75,1,2,0,2.5,0,1,0,0,1,0,5,0,2,3
247,0,100,84,Man,38.702,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,-2,-2,-2,-2,-2,0,0,0,-2,-2,-2,0,524,24,Man,0.8,2,0,0,0,1,0,1,0,4,0,0,0,0,0
556,0,100,496,Woman,116.694,0,0,0,1,0,0,1,0,0,0,5,-2,-2,-2,-2,2,2,2,2,0,0.333333333,1.2,-2,-2,2,0.511111111,819,19,Woman,0.75,2,0,0,1.5,3,1,0,0,0,0,0,0,1,2
102,0,100,196,Woman,109.812,2,2,1,2,1,0,4,4,4,2,3,1,1,1,0,2,2,2,2,1.666666667,1,3.4,1,0.5,2,2.022222222,490,18,Woman,0.65,4,1,0,0.5,1,0,0,0,0,0,5,0,1,0
322,0,100,241,Woman,126.933,0,0,0,2,1,0,3,2,2,1,0,-1,-1,-2,-2,0,1,0,0,0,1,1.6,-1,-2,0.25,0.866666667,268,18,Woman,0.7,1,2,0,0,2,1,0,0,0,1,1,1,0,0
356,0,100,141,Woman,52.852,0,0,0,1,1,1,0,0,0,3,0,-2,-2,-2,-2,-2,-2,-2,-2,0,1,0.6,-2,-2,-2,0.533333333,751,19,Woman,0.65,4,0,0,0.5,2,0,0,0,0,0,5,0,0,1
420,0,100,239,Prefer not to say,168.981,0,0,0,4,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2.666666667,0.2,0,0.5,0,0.955555556,806,18,Non-binary,0.7,0,4,0,0,1,0,0,0,2,0,2,0,0,0
432,0,100,438,Man,195.303,0,0,0,0,0,0,0,0,0,0,2,-1,-1,0,-1,-2,-1,0,-1,0,0,0.4,-1,-0.5,-1,0.133333333,162,49,Man,0.7,2,0,2,0,1,2,0,0,0,0,0,0,0,0
534,0,100,212,Woman,105.584,1,1,0,2,2,1,1,0,0,0,0,-2,0,-2,-2,-1,-1,-2,-2,0.666666667,1.666666667,0.2,-1,-2,-1.5,0.844444445,537,20,Woman,0.65,2,1,0,0.5,0,0,0,0,3,0,0,0,0,1
246,0,100,157,Woman,73.196,0,0,0,2,2,0,3,1,1,0,5,-1,-2,-2,-2,1,-1,1,1,0,1.333333333,2,-1.5,-2,0.5,1.111111111,661,18,Woman,0.55,2,1,1,1.5,0,0,0,0,0,0,2,0,1,2
328,0,100,186,Woman,98.598,0,0,0,4,4,1,0,0,0,0,0,1,1,1,-1,0,1,-1,-1,0,3,0,1,0,-0.25,1,530,18,Woman,0.6,4,0,0,0,1,1,0,0,0,0,4,0,0,0
386,0,100,229,Woman,140.377,5,4,5,4,2,2,1,3,4,4,5,0,0,-1,-1,-1,1,2,1,4.666666667,2.666666667,3.4,0,-1,0.75,3.577777778,856,20,Woman,0.55,0,2,0,0.5,0,0,0,0,3,0,0,2,0,1
492,0,100,215,Woman,102.649,0,0,0,2,1,2,0,0,0,0,0,0,0,-1,0,-1,-1,-1,-2,0,1.666666667,0,0,-0.5,-1.25,0.555555556,564,19,Woman,0.6,1,0,0,0,0,0,3,0,2,0,5,0,0,0
493,0,100,182,Woman,86.23,0,0,0,2,0,0,2,0,0,0,0,0,1,0,-1,-1,1,0,-1,0,0.666666667,0.4,0.5,-0.5,-0.25,0.355555556,184,18,Woman,0.6,4,0,0,0,1,0,0,0,0,1,1,1,0,0
608,0,100,500,Man,250.31,0,0,0,2,0,1,0,0,0,0,0,2,-2,-1,-2,-2,-2,-2,-2,0,1,0,0,-1.5,-2,0.333333333,279,18,Man,0.6,0,0,0,1,1,1,0,0,3,0,5,0,0,2
665,0,100,252,Man,153.671,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,-2,-2,-2,-2,-2,0,0,0,-2,-2,-2,0,27,19,Man,0.6,2,1,0,0,3,0,0,0,0,0,0,5,0,0
254,0,100,173,Woman,80.248,1,0,0,3,1,3,2,1,0,0,0,1,0,0,-1,2,-2,1,0,0.333333333,2.333333333,0.6,0.5,-0.5,0.25,1.088888889,714,21,Woman,0.5,0,0,0,0,1,0,0,0,2,2,2,2,0,0
276,0,100,15898,Woman,72.842,0,0,0,4,0,0,0,5,0,4,0,0,1,1,1,-1,1,-1,1,0,1.333333333,1.8,0.5,1,0,1.044444444,727,19,Woman,0.45,1,1,0,1.5,0,1,0,0,0,0,0,5,1,2
219,0,100,203,Woman,112.514,0,0,0,0,2,0,0,0,0,0,4,2,1,2,1,1,2,2,2,0,0.666666667,0.8,1.5,1.5,1.75,0.488888889,566,56,Woman,0.4,3,1,0,0,0,0,0,0,0,0,0,0,0,0
457,0,100,174,Man,78.782,0,0,0,0,0,0,0,0,0,0,0,1,-2,-1,-2,1,-2,-2,-2,0,0,0,-0.5,-1.5,-1.25,0,617,18,Man,0.4,1,1,0,2,0,0,0,0,0,0,2,0,2,2
565,0,100,173,Woman,94.63,0,0,0,2,0,0,1,0,0,0,0,0,0,0,-1,0,1,0,0,0,0.666666667,0.2,0,-0.5,0.25,0.288888889,756,19,Woman,0.4,1,1,0,0,1,1,0,0,0,0,0,0,0,0
635,0,100,300,Woman,128.888,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,-2,-2,-2,-2,-2,0,0,0,-2,-2,-2,0,287,19,Woman,0.4,1,1,0,0,1,0,0,0,1,0,5,0,0,0
33,0,100,203,Man,82.129,0,0,0,2,2,1,0,0,0,0,1,-1,-1,-2,-2,-2,-1,-1,-2,0,1.666666667,0.2,-1,-2,-1.5,0.622222222,825,18,Man,0.3,2,1,0,0,0,0,0,0,0,0,5,0,0,0
83,0,100,203,Man,118.044,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,-2,-2,-2,-2,-2,0,0,0,-2,-2,-2,0,646,20,Man,0.3,0,3,0,0,0,0,0,0,0,0,0,0,0,0
260,0,100,144,Woman,78,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,-2,-2,-2,-2,-2,0,0,0,-2,-2,-2,0,174,18,Woman,0.25,2,0,0,0.5,0,0,0,0,0,0,0,0,1,0
289,0,100,187,Woman,83.388,0,0,0,4,3,3,0,3,0,0,0,1,0,1,0,-1,-1,0,-1,0,3.333333333,0.6,0.5,0.5,-0.75,1.311111111,85,18,Woman,0.2,0,1,0,0,0,0,1,0,0,0,5,0,0,0
357,0,100,320,Woman,136.468,0,0,0,0,0,0,5,0,0,5,5,-2,-2,2,2,2,2,2,2,0,0,3,-2,2,2,1,605,19,Woman,0.2,0,0,0,0,0,0,0,0,2,0,5,0,0,0
487,0,100,228,Another,103.929,0,0,0,0,0,0,0,0,0,0,0,-1,2,1,-1,0,2,0,-2,0,0,0,0.5,0,0,0,393,21,Non-binary,0.15,0,0,0,0.5,0,0,0,0,1,0,0,0,0,1
568,0,100,173,Woman,85.919,5,5,5,5,5,5,5,5,5,4,5,2,1,2,1,2,2,2,2,5,5,4.8,1.5,1.5,2,4.933333333,391,19,Woman,0.2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
210,0,100,156,Woman,95.479,0,2,2,1,5,4,5,5,5,2,3,1,0,2,1,2,2,2,2,1.333333333,3.333333333,4,0.5,1.5,2,2.888888889,267,20,Woman,0.1,0,0,1,0,0,0,0,0,0,0,5,0,0,0
318,0,100,188,Woman,79.99,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,-2,-2,-2,-2,-2,0,0,0,-2,-2,-2,0,448,18,Woman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403,0,100,263,Man,154.466,3,3,4,4,4,4,4,2,0,0,2,1,-1,1,1,1,0,1,0,3.333333333,4,1.6,0,1,0.5,2.977777778,579,20,Man,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
656,0,100,188,Woman,99.104,0,0,0,5,5,4,4,0,0,0,0,-2,-2,1,-1,2,-2,-2,-1,0,4.666666667,0.8,-2,0,-0.75,1.822222222,903,19,Woman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
