,Progress,Duration (in seconds),Finished,Q3,Q49,Q4,Q5,Q6,Q14_Page Submit,Flow questionnaire 1_1,Flow questionnaire 1_2,Flow questionnaire 1_3,Flow questionnaire 1_4,Flow questionnaire 1_5,Flow questionnaire 1_6,Flow questionnaire 1_7,Flow questionnaire 1_8,Flow questionnaire 1_9,Flow questionnaire 1_10,Flow questionnaire 2_1,Flow questionnaire 2_2,Flow questionnaire 2_3,Flow questionnaire 2_4,Flow questionnaire 2_5,Flow questionnaire 2_6,Flow questionnaire 2_7,Flow questionnaire 2_8,Flow questionnaire 2_9,Flow questionnaire 2_10,Flow questionnaire 3_1,Flow questionnaire 3_2,Flow questionnaire 3_3,Flow questionnaire 3_4,Flow questionnaire 3_5,Flow questionnaire 3_6,Flow questionnaire 3_7,Flow questionnaire 3_8,Flow questionnaire 3_9,Flow questionnaire 3_10,Flow_vacuuming,Flow_essay_writing,Flow_exercise,Flow_combined,CODE,age,gender,PCSscore,1handlowersubj,2handtogethersubj,3mosquitosubj,4TasteAverage,5rigidsubj,6immobilizationsubj,7musicsubj,8ballssubj,9amnesiasubj,10spaceGeoMean,10spacebarsubj1,10spacebarsubj2,4Tastesweetsubj,4Tastesoursubj
506,100,205,1,1,1,1,19,Woman,154.501,4,3,5,5,3,2,4,4,4,3,3,2,3,2,2,3,2,1,2,2,4,3,4,4,3,3,2,2,2,3,3.7,2.2,3,2.966666667,759,18,Woman,2.05,5,4,0,0.5,5,2,3,0,1,0,5,0,1,0
542,100,91,1,1,1,1,20,Man,53.172,5,4,5,5,5,4,4,3,4,4,5,5,5,4,4,4,5,4,4,5,5,5,5,5,5,5,5,5,5,5,4.3,4.5,5,4.6,760,19,Man,2.85,4,3,5,3.5,4,3,2,0,4,0,1,0,3,4
271,100,85,1,1,1,1,20,Woman,64.021,2,0,1,1,1,1,0,0,0,2,4,1,3,2,1,2,3,1,1,3,3,2,1,2,1,3,2,1,2,2,0.8,2.1,1.9,1.6,763,19,Woman,1.6,5,5,0,0,4,2,0,0,0,0,0,0,0,0
557,100,138,1,1,1,1,19,Man,104.898,4,4,5,5,5,5,5,0,0,5,4,4,5,5,5,5,5,0,0,5,5,5,5,5,5,5,5,5,0,5,3.8,3.8,4.5,4.033333333,765,18,Man,1.6,3,3,1,0,4,3,0,0,2,0,2,0,0,0
29,100,91,1,1,1,1,19,Woman,67.608,4,4,4,4,4,4,4,2,4,4,4,3,3,3,3,2,2,3,3,3,4,4,4,5,5,5,5,4,4,2,3.8,2.9,4.2,3.633333333,767,18,Woman,2.491,4,3,2,2.5,5,4,0,2,1,1.41,2,1,2,3
199,100,166,1,1,1,1,19,Woman,135.703,3,2,4,4,4,4,4,2,4,3,3,2,3,3,2,2,2,3,2,2,3,3,3,3,3,3,3,3,3,2,3.4,2.4,2.9,2.9,768,18,Woman,2,4,4,2,2,4,3,0,0,1,0,2,0,2,2
64,100,156,1,1,1,1,19,Man,128.77,3,2,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,5,4,5,4,2,4,4,3,4,4,5,5,5,2.9,3.6,4,3.5,771,18,Man,1.8,2,3,2,3,4,2,0,0,2,0,0,0,3,3
55,100,92,1,1,1,1,18,Man,75.594,0,2,4,1,5,5,0,0,2,2,0,2,3,3,3,3,3,4,4,5,5,5,5,5,5,5,5,5,5,5,2.1,3,5,3.366666667,777,18,Man,1.45,2,1,0,0.5,4,3,0,0,4,0,0,0,1,0
642,100,53718,1,1,1,1,26,Woman,114.872,3,2,3,3,4,3,3,0,3,3,4,4,4,4,3,4,4,3,3,4,5,4,5,5,5,5,4,3,4,4,2.7,3.7,4.4,3.6,781,26,Woman,2.25,3,4,2,4.5,3,3,0,0,3,0,0,5,4,5
40,100,219,1,1,1,1,22,Woman,172.939,3,2,4,4,4,4,4,1,4,4,3,5,3,5,1,3,5,1,4,3,2,2,4,1,0,4,1,2,1,3,3.4,3.3,2,2.9,788,21,Woman,1.9,4,2,1,0,4,4,0,0,4,0,5,0,0,0
76,100,121,1,1,1,1,19,Woman,101.772,1,1,1,0,0,2,1,0,3,3,3,1,2,2,2,2,2,2,2,3,3,2,3,3,4,2,3,3,2,3,1.2,2.1,2.8,2.033333333,791,18,Woman,2.2,4,3,1,2,4,3,1,0,4,0,0,1,2,2
314,100,1245,1,1,1,1,20,Woman,275.393,0,0,2,3,3,3,2,0,2,2,2,2,2,2,4,4,4,4,4,4,4,2,4,4,4,4,4,2,4,4,1.7,3.2,3.6,2.833333333,795,19,Woman,1.5,3,3,1,3,3,2,0,0,0,0,0,5,5,1
516,100,75,1,1,1,1,19,Woman,52.748,2,3,2,1,1,4,3,2,1,3,2,3,2,3,3,3,1,3,3,3,2,1,3,3,3,2,3,3,3,3,2.2,2.6,2.6,2.466666667,796,18,Woman,1.75,3,2,0,0.5,4,1,0,2,3,2,1,4,1,0
445,100,112,1,1,1,1,19,Woman,88.946,3,2,3,2,4,3,2,1,1,2,3,4,4,5,4,5,5,4,3,4,3,4,3,3,2,3,3,2,3,2,2.3,4.1,2.8,3.066666667,799,18,Woman,3.016,5,4,5,4,3,4,1,0,1,3.16,5,2,3,5
560,100,229,1,1,1,1,20,Woman,194.75,4,1,5,2,0,4,1,1,0,3,1,4,1,3,0,4,1,0,0,1,1,2,0,3,3,2,0,3,1,0,2.1,1.5,1.5,1.7,801,19,Woman,2.423,5,5,2,0.5,5,3,0,0,2,1.73,1,3,1,0
521,100,63,1,1,1,1,19,Woman,45.718,4,4,4,4,4,4,3,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,3.9,3,4,3.633333333,802,18,Woman,1.3,4,4,0,0,4,1,0,0,0,0,0,0,0,0
531,100,92,1,1,1,1,20,Other,71.501,3,2,4,4,2,2,4,3,4,4,2,3,2,2,1,1,3,0,2,0,3,1,3,3,3,3,3,1,3,2,3.2,1.6,2.5,2.433333333,804,19,Non-binary,1.5,4,3,0,0,5,2,0,0,1,0,5,0,0,0
355,100,138,1,1,1,1,19,Prefer not to say,105.87,0,0,0,0,4,1,1,0,1,0,4,2,3,5,4,4,4,1,4,4,4,2,3,4,4,4,4,0,4,3,0.7,3.5,3.2,2.466666667,806,18,Non-binary,0.7,0,4,0,0,1,0,0,0,2,0,2,0,0,0
32,100,174,1,1,1,1,20,Other,117.938,4,1,4,5,2,0,3,1,5,5,4,3,5,5,2,3,4,5,4,5,3,1,4,3,0,1,4,1,4,3,3,4,2.4,3.133333333,807,19,Non-binary,3.1,4,4,5,2,4,5,0,3,4,0,0,5,3,1
632,100,109,1,1,1,1,19,Woman,87.893,3,0,2,2,2,2,2,0,0,2,4,2,4,4,4,4,4,2,2,4,4,0,3,3,3,3,1,0,2,2,1.5,3.4,2.1,2.333333333,810,18,Woman,1.6,4,2,0,0,3,3,0,0,4,0,0,5,0,0
356,100,156,1,1,1,1,19,Woman,133.355,2,0,3,3,3,2,1,0,1,3,3,4,4,5,3,4,2,1,4,3,2,1,2,2,2,2,1,0,3,1,1.8,3.3,1.6,2.233333333,813,18,Woman,2.4,3,4,4,2,4,3,0,0,1,3,3,3,2,2
585,100,190,1,1,1,1,19,Woman,169.241,2,2,3,2,3,3,2,3,3,3,3,3,4,3,3,2,3,4,4,3,4,3,4,2,4,3,4,4,3,4,2.6,3.2,3.5,3.1,814,18,Woman,2.15,4,3,1,1.5,5,3,1,0,1,2,2,2,2,1
330,100,119,1,1,1,1,21,Man,100.154,0,0,5,3,0,0,0,0,0,5,0,0,5,0,0,2,2,5,0,2,5,5,5,5,5,5,5,5,5,5,1.3,1.6,5,2.633333333,815,20,Man,2,5,5,0,1,5,0,0,0,2,2,2,2,0,2
630,100,170,1,1,1,1,19,Woman,132.88,1,2,3,3,3,3,3,2,2,3,4,4,4,4,3,4,4,2,4,4,5,4,5,5,5,3,4,5,4,5,2.5,3.7,4.5,3.566666667,816,18,Woman,1.5,2,4,4,1,2,2,0,0,0,0,0,1,1,1
524,100,3722,1,1,1,1,20,Woman,212.4,3,1,1,2,4,4,0,0,1,3,3,2,2,3,3,2,2,0,1,4,3,2,4,4,4,4,4,4,4,4,1.9,2.2,3.7,2.6,819,19,Woman,0.75,2,0,0,1.5,3,1,0,0,0,0,0,0,1,2
190,100,113,1,1,1,1,21,Prefer not to say,77.061,2,0,0,3,3,3,3,1,3,3,2,1,1,3,1,2,2,2,1,1,3,3,3,3,3,3,3,3,3,3,2.1,1.6,3,2.233333333,821,20,Woman,1.6,4,4,0,0,4,3,0,0,1,0,3,0,0,0
226,100,241,1,1,1,1,19,Woman,226.577,2,1,3,2,3,3,3,0,2,4,4,2,4,4,4,4,3,2,2,4,4,1,3,3,4,3,2,1,2,3,2.3,3.3,2.6,2.733333333,824,18,Woman,1.65,4,3,1,1.5,3,1,2,0,1,0,0,1,1,2
176,100,126,1,1,1,1,19,Man,94.19,2,0,2,1,3,2,2,0,1,2,4,3,4,4,4,3,4,2,2,4,3,2,3,4,4,3,3,2,2,3,1.5,3.4,2.9,2.6,825,18,Man,0.3,2,1,0,0,0,0,0,0,0,0,5,0,0,0
569,100,157,1,1,1,1,19,Woman,129.584,4,4,5,5,5,5,4,4,4,5,5,5,5,5,5,4,4,3,4,5,5,4,4,4,4,4,4,3,3,5,4.5,4.5,4,4.333333333,826,18,Woman,1.2,5,2,1,1,3,0,0,0,0,0,0,0,1,1
25,100,72,1,1,1,1,19,Man,48.185,1,3,3,3,1,2,3,1,2,3,3,1,2,3,1,3,2,4,4,2,2,4,2,3,1,2,3,2,3,4,2.2,2.5,2.6,2.433333333,833,18,Man,1.65,4,2,0,0.5,4,3,0,0,1,2,4,1,0,1
235,100,108,1,1,1,1,19,Woman,87.601,5,5,5,5,5,5,5,3,5,4,3,3,5,5,5,5,5,1,4,5,5,5,5,5,5,5,5,5,5,5,4.7,4.1,5,4.6,834,18,Woman,2.15,5,4,0,2.5,4,4,0,0,2,0,0,0,1,4
61,100,145,1,1,1,1,27,Man,111.73,5,5,5,5,5,5,5,4,5,5,4,4,4,4,4,4,4,5,4,4,5,5,5,5,5,5,5,4,5,5,4.9,4.1,4.9,4.633333333,836,27,Man,1.7,4,3,2,4,2,2,0,0,0,0,0,0,4,4
110,100,102,1,1,1,1,19,Woman,85.448,2,1,2,3,3,2,1,0,1,1,2,2,3,2,1,3,3,1,2,2,1,1,0,2,0,1,1,0,1,1,1.6,2.1,0.8,1.5,839,18,Woman,1.1,1,1,2,3,0,2,0,0,2,0,5,0,3,3
363,100,202,1,1,1,1,20,Man,174.233,4,3,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,5,4,4,4,3,4,4,3,4,4,1,4,4,3.6,4.1,3.5,3.733333333,840,18,Man,1.35,4,4,0,0.5,4,0,0,0,1,0,0,0,1,0
301,100,183,1,1,1,1,19,Woman,150.032,5,5,5,5,5,5,5,5,5,5,5,3,5,5,1,3,5,1,5,5,3,2,3,2,2,2,5,0,3,1,5,3.8,2.3,3.7,842,18,Woman,1.75,5,4,0,2.5,3,3,0,0,0,0,3,0,1,4
606,100,102,1,1,1,1,19,Woman,74.354,5,3,3,3,0,0,0,0,0,3,5,4,3,3,3,3,3,3,3,3,4,4,3,4,4,4,4,4,3,3,1.7,3.3,3.7,2.9,844,18,Woman,1.45,1,0,5,1.5,2,2,0,0,3,0,0,5,0,3
381,100,101,1,1,1,1,19,Woman,84.462,4,3,5,5,3,4,5,3,5,5,4,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4,4,3,5,5,4.2,4.8,4.6,4.533333333,846,18,Woman,1.1,3,3,0,1,2,2,0,0,0,0,4,0,1,1
245,100,73,1,1,1,1,20,Prefer not to say,54.632,1,1,2,1,3,1,2,1,1,1,3,2,2,2,3,2,2,1,1,1,4,4,3,4,3,3,4,2,3,3,1.4,1.9,3.3,2.2,848,19,Non-binary,1.85,2,4,0,0.5,5,3,0,0,4,0,0,2,1,0
479,100,52,1,1,1,1,20,Woman,36.313,2,2,4,3,4,4,3,3,3,3,2,3,4,4,3,3,2,2,3,3,5,5,5,5,5,5,5,5,5,4,3.1,2.9,4.9,3.633333333,849,19,Woman,1.95,4,4,2,2.5,2,3,1,0,1,0,5,0,2,3
311,100,215,1,1,1,1,21,Woman,196.939,5,2,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,3,2,3,4,2,0,0,0,0,0,4.7,0,1.4,2.033333333,856,20,Woman,0.55,0,2,0,0.5,0,0,0,0,3,0,0,2,0,1
68,100,114,1,1,1,1,19,Woman,94.279,3,0,2,3,4,2,3,0,3,1,4,4,4,4,3,4,4,0,4,4,5,3,4,4,5,4,4,0,4,3,2.1,3.5,3.6,3.066666667,857,18,Woman,2,4,4,2,3,2,2,0,0,3,0,5,0,3,3
54,100,128,1,1,1,1,19,Woman,101.844,2,2,3,3,3,3,3,3,3,2,4,2,4,3,3,4,3,2,3,3,4,4,4,4,4,4,4,4,4,4,2.7,3.1,4,3.266666667,864,18,Woman,0.4,2,1,0,0,0,0,0,0,1,0,3,0,0,0
265,100,186,1,1,1,1,20,Woman,146.29,3,2,4,3,3,3,3,2,2,1,4,3,4,4,3,4,4,3,3,4,3,2,4,4,3,4,4,3,3,2,2.6,3.6,3.2,3.133333333,865,19,Woman,1.673,3,3,1,2,3,2,0,0,1,1.73,3,1,2,2
680,100,159,1,1,1,1,19,Woman,111.747,4,2,3,5,5,5,3,0,3,3,3,5,5,1,1,4,4,0,4,5,4,0,2,0,0,3,1,0,3,3,3.3,3.2,1.6,2.7,866,18,Woman,2.55,5,4,3,1.5,3,4,0,0,5,0,0,1,1,2
93,100,128,1,1,1,1,19,Man,105.914,3,2,3,3,3,3,3,1,3,2,4,4,4,4,4,4,4,3,4,4,5,4,5,5,5,5,5,5,5,5,2.6,3.9,4.9,3.8,868,18,Man,1.9,4,4,2,3,4,1,0,0,1,0,0,0,4,2
105,100,172,1,1,1,1,20,Woman,128.916,3,2,3,3,2,3,3,0,3,3,3,0,2,2,0,1,1,2,1,3,3,3,4,3,3,3,3,1,3,4,2.5,1.5,3,2.333333333,872,19,Woman,2.873,5,5,3,3,3,4,0,0,4,1.73,3,1,4,2
427,100,162,1,1,1,1,19,Woman,118.785,3,1,2,2,2,2,3,0,2,2,3,3,3,3,3,3,3,1,3,3,3,2,3,3,3,3,3,1,3,3,1.9,2.8,2.7,2.466666667,873,18,Woman,2.045,4,1,3,2,2,2,1,0,3,2.45,3,2,1,3
41,100,104,1,1,1,1,20,Woman,80.624,1,0,1,1,3,3,1,2,1,1,4,3,4,4,4,4,3,2,2,4,4,4,4,4,4,4,4,2,4,4,1.4,3.4,3.8,2.866666667,877,19,Woman,1.4,3,3,1,0,2,3,0,0,2,0,2,0,0,0
273,100,233,1,1,1,1,20,Woman,196.539,4,3,5,4,4,3,4,2,3,3,3,2,4,4,4,4,4,4,4,4,4,5,4,4,5,4,5,5,4,5,3.5,3.7,4.5,3.9,879,19,Woman,1,2,2,1,1,2,1,0,0,1,0,2,0,1,1
60,100,175,1,1,1,1,18,Woman,128.058,1,1,1,2,3,2,3,1,3,2,1,1,1,4,4,3,4,1,4,1,2,1,1,3,3,3,3,2,3,2,1.9,2.4,2.3,2.2,881,18,Woman,2.1,5,5,0,0,4,4,0,0,1,2,4,1,0,0
12,100,125,1,1,1,1,20,Man,108.232,3,2,1,1,4,1,4,4,2,0,4,5,5,5,5,4,5,2,5,4,5,4,5,5,5,5,4,5,5,5,2.2,4.4,4.8,3.8,882,20,Man,2.15,4,2,2,4.5,5,4,0,0,0,0,0,5,4,5
610,100,130,1,1,1,1,21,Woman,94.788,3,0,4,5,4,5,5,2,5,5,5,5,5,5,5,5,5,3,5,5,4,5,4,5,5,5,5,3,5,5,3.8,4.8,4.6,4.4,883,20,Woman,1,3,5,1,0,0,1,0,0,0,0,4,0,0,0
617,100,159,1,1,1,1,19,Woman,124.646,4,1,3,1,3,1,0,0,3,3,2,1,3,2,1,3,2,3,1,1,3,2,4,4,4,4,2,1,2,2,1.9,1.9,2.8,2.2,884,18,Woman,1.85,2,2,4,4.5,1,4,0,0,1,0,5,0,5,4
448,100,505,1,1,1,1,19,Man,287.8,2,0,3,4,3,4,5,4,5,5,4,2,3,3,3,2,5,4,5,5,4,4,3,5,3,4,3,3,3,4,3.5,3.6,3.6,3.566666667,885,18,Man,2.241,4,4,1,2,4,3,0,0,3,1.41,2,1,3,1
631,100,161,1,1,1,1,22,Man,145.712,4,3,4,4,4,5,3,5,5,2,3,4,4,4,3,3,4,2,2,5,5,5,5,5,5,5,5,4,4,1,3.9,3.4,4.4,3.9,890,21,Man,2.516,4,5,1,1,5,4,0,0,2,3.16,2,5,1,1
551,100,198,1,1,1,1,19,Woman,161.701,3,3,4,4,4,4,4,3,4,4,4,3,5,4,3,4,4,3,4,4,5,4,5,5,4,4,5,4,4,3,3.7,3.8,4.3,3.933333333,894,18,Woman,1.75,3,2,1,2.5,4,2,0,0,3,0,0,0,3,2
581,100,124,1,1,1,1,19,Woman,108.177,2,1,2,3,2,2,2,0,4,2,4,4,4,5,5,5,5,1,3,4,5,5,5,5,5,5,5,1,4,4,2,4,4.4,3.466666667,896,18,Woman,2.45,5,4,4,0.5,3,5,0,0,3,0,2,0,1,0
491,100,171,1,1,1,1,19,Woman,118.56,3,1,4,3,4,3,3,0,2,2,3,3,3,2,2,2,3,0,2,2,2,1,2,1,1,3,2,0,2,2,2.5,2.2,1.6,2.1,899,18,Woman,1.6,4,4,1,0,4,2,0,0,1,0,5,0,0,0
435,100,110,1,1,1,1,20,Woman,91.411,1,0,1,1,1,1,1,1,1,1,3,1,2,2,2,2,3,1,3,3,2,1,2,2,2,2,2,2,3,3,0.9,2.2,2.1,1.733333333,900,19,Woman,1.75,4,1,2,0.5,4,2,0,0,4,0,5,0,0,1
526,100,300,1,1,1,1,20,Woman,203.792,3,1,3,2,3,3,3,0,3,2,4,4,4,4,3,4,5,3,3,3,2,2,3,2,3,4,2,1,2,2,2.3,3.7,2.3,2.766666667,904,19,Woman,1.6,4,3,2,1,3,2,0,0,1,0,4,0,1,1
615,100,123,1,1,1,1,24,Woman,95.836,5,3,5,5,5,4,5,5,5,3,5,5,3,5,4,3,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4.5,4.3,5,4.6,908,23,Woman,1.25,5,2,0,0.5,5,0,0,0,0,0,5,0,1,0
